                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    211,                0.53771,                 2.0448,                0.40203,                0.42588,                 1.0325,                      1,                0.99059,                  0.995,                0.89493,                0.88057,                0.86111,                0.83362,                0.63932,                0.52569,                 2.2294,                0.19592,                0.39278,                 1.1699,               0.001076,               0.001076,               0.001076
                    212,                 0.5631,                 2.0522,                 0.4094,                0.43882,                 1.0455,                0.97295,                0.99908,                0.99446,                0.90983,                 0.9459,                0.97139,                 0.9698,                0.70913,                0.56358,                  1.748,                0.19053,                0.40289,                 1.2138,              0.0010716,              0.0010716,              0.0010716
                    213,                0.55618,                   2.01,                0.42487,                 0.3992,                 1.0279,                0.97291,                0.99774,                0.99446,                0.91632,                0.99309,                0.97222,                0.97651,                0.68093,                0.57117,                 2.2125,                0.18085,                0.41836,                 1.2319,              0.0010672,              0.0010672,              0.0010672
                    214,                0.52335,                 1.9695,                0.41791,                0.41434,                 1.0163,                 0.9946,                0.97222,                0.99395,                0.92234,                0.96618,                0.94444,                0.94562,                0.67837,                 0.5509,                 2.6166,                0.16927,                0.38246,                 1.2039,              0.0010628,              0.0010628,              0.0010628
                    215,                0.55555,                 1.8672,                0.40584,                0.39445,                 1.0317,                0.99598,                0.97222,                0.99346,                0.91729,                 0.9671,                0.94444,                0.94581,                0.68081,                0.51697,                 2.7328,                0.15337,                0.38919,                  1.109,              0.0010584,              0.0010584,              0.0010584
                    216,                  0.568,                 1.7848,                0.38619,                0.43103,                 1.0557,                 0.9938,                0.97222,                0.99395,                0.92099,                0.96523,                0.94444,                0.94298,                0.64952,                0.49886,                 2.9414,                0.12971,                0.40633,                 1.0128,               0.001054,               0.001054,               0.001054
                    217,                0.54082,                 1.8087,                0.41253,                0.43686,                 1.0298,                0.96878,                      1,                0.99446,                0.92286,                0.96423,                0.94444,                0.93929,                0.65389,                0.40207,                 2.6341,                0.11319,                0.37026,                0.94366,              0.0010496,              0.0010496,              0.0010496
                    218,                  0.544,                 1.8203,                0.42158,                0.41029,                 1.0306,                      1,                 0.9962,                  0.995,                0.92572,                0.99271,                0.97222,                0.97623,                0.71436,                0.40839,                 1.5543,                0.10686,                0.35014,                 0.9452,              0.0010452,              0.0010452,              0.0010452
                    219,                0.51332,                 1.8229,                0.42149,                0.42429,                0.99877,                 0.9964,                      1,                  0.995,                 0.9295,                0.98959,                0.97222,                0.97615,                0.71255,                0.40048,                 1.4669,                0.11562,                0.33358,                0.93392,              0.0010408,              0.0010408,              0.0010408
                    220,                0.55979,                 1.8914,                0.40683,                0.44228,                 1.0507,                0.99586,                      1,                  0.995,                0.93209,                0.94382,                0.94444,                0.93048,                0.70656,                0.39908,                 1.4881,                0.12544,                0.33647,                0.92035,              0.0010364,              0.0010364,              0.0010364
                    221,                0.54728,                 1.7246,                0.41241,                 0.4298,                 1.0399,                0.99399,                      1,                  0.995,                0.94149,                0.97058,                0.97222,                 0.9763,                0.68855,                0.42299,                 1.5366,                 0.1279,                0.34431,                0.92738,               0.001032,               0.001032,               0.001032
                    222,                0.57164,                 1.7966,                0.43656,                0.43638,                 1.0819,                0.98758,                      1,                  0.995,                0.93638,                0.96797,                0.97222,                0.97574,                0.71413,                0.47891,                 1.5365,                0.12719,                0.39531,                0.94802,              0.0010276,              0.0010276,              0.0010276
                    223,                0.56988,                 1.8455,                0.40882,                0.44986,                 1.0347,                0.98629,                      1,                  0.995,                0.93232,                 0.9663,                0.97222,                0.97616,                0.72342,                0.47082,                 1.4597,                0.13781,                0.41337,                0.94735,              0.0010232,              0.0010232,              0.0010232
                    224,                0.56421,                 1.8447,                0.40566,                0.43221,                 1.0401,                0.96403,                      1,                0.99365,                0.91587,                0.97166,                0.95239,                0.97615,                0.74749,                 0.4549,                 1.3633,                0.13681,                0.40206,                0.94626,              0.0010188,              0.0010188,              0.0010188
                    225,                0.52015,                 1.8258,                0.38384,                0.41437,                0.99793,                0.99441,                      1,                  0.995,                0.92124,                0.97134,                0.94137,                0.95022,                0.73655,                0.46111,                 1.5152,                0.12996,                0.37089,                0.95026,              0.0010144,              0.0010144,              0.0010144
                    226,                0.52326,                 2.0504,                 0.4034,                0.40835,                 1.0131,                0.99439,                      1,                  0.995,                0.91545,                 0.9439,                0.94444,                0.94784,                0.73523,                0.43297,                 1.6962,                 0.1054,                0.36939,                   0.94,                0.00101,                0.00101,                0.00101
                    227,                0.52647,                 1.7418,                0.40127,                0.39475,                 1.0111,                 0.9888,                      1,                  0.995,                0.90807,                0.94984,                0.94444,                0.94752,                 0.7126,                0.45112,                 1.7084,                0.08914,                0.36261,                0.95385,              0.0010056,              0.0010056,              0.0010056
                    228,                0.58054,                 1.7668,                0.40032,                0.43182,                 1.0419,                0.99577,                      1,                  0.995,                0.91614,                0.94404,                0.94444,                0.94576,                0.70305,                0.42864,                 1.7599,                0.08694,                0.37793,                0.94507,              0.0010012,              0.0010012,              0.0010012
                    229,                0.53571,                 1.9132,                  0.427,                0.40033,                 1.0323,                0.99051,                      1,                  0.995,                0.89279,                0.94376,                0.97222,                0.97367,                0.72183,                0.47579,                 1.7114,                0.09808,                0.40921,                0.96074,              0.0009968,              0.0009968,              0.0009968
                    230,                0.50742,                   1.71,                0.38896,                0.38684,                 1.0239,                0.99183,                      1,                  0.995,                0.88637,                0.93607,                0.94444,                0.94254,                0.68797,                0.45517,                 1.7378,                0.11653,                0.39402,                0.96878,              0.0009924,              0.0009924,              0.0009924
                    231,                0.54394,                 1.9253,                0.40754,                0.42063,                 1.0536,                0.97369,                      1,                  0.995,                 0.9125,                0.91884,                0.94444,                0.94154,                 0.6898,                 0.5318,                 1.6711,                0.12886,                0.38626,                 1.0628,               0.000988,               0.000988,               0.000988
                    232,                0.51106,                  1.882,                0.40076,                 0.3859,                 1.0046,                0.97233,                      1,                  0.995,                0.93485,                0.91819,                0.94444,                0.93599,                0.72859,                0.44767,                 1.8318,                0.14335,                 0.3964,                0.94977,              0.0009836,              0.0009836,              0.0009836
                    233,                0.51853,                 1.7544,                0.38148,                0.41663,                 1.0438,                0.98335,                      1,                  0.995,                0.94725,                0.93874,                0.94444,                0.92986,                0.73208,                0.39313,                 2.4286,                0.15212,                0.32214,                0.92907,              0.0009792,              0.0009792,              0.0009792
                    234,                0.53558,                 1.6839,                0.37749,                0.41196,                0.99984,                      1,                0.99424,                  0.995,                0.92929,                0.94414,                0.93908,                0.92643,                0.74326,                0.38486,                 2.3865,                 0.1623,                0.30592,                0.92367,              0.0009748,              0.0009748,              0.0009748
                    235,                0.54167,                 1.7118,                0.40632,                0.40697,                 1.0459,                0.99148,                0.97222,                0.99446,                0.92735,                0.90897,                0.88889,                0.91455,                0.73733,                0.41104,                 1.8684,                0.16636,                0.29964,                0.94194,              0.0009704,              0.0009704,              0.0009704
                    236,                0.51664,                 1.8059,                0.40168,                  0.424,                 1.0198,                      1,                0.99639,                  0.995,                0.92748,                0.94426,                0.94114,                0.95264,                0.73209,                0.47023,                 1.6215,                0.15285,                0.32436,                0.99727,               0.000966,               0.000966,               0.000966
                    237,                0.52687,                 1.6838,                0.40825,                0.40044,                 1.0401,                0.99739,                      1,                  0.995,                0.91679,                0.94138,                0.94444,                0.94821,                0.73576,                0.50317,                 1.5836,                0.14334,                0.32308,                 1.0899,              0.0009616,              0.0009616,              0.0009616
                    238,                0.51029,                 1.6267,                0.37872,                0.38973,                 1.0037,                 0.9938,                      1,                  0.995,                0.92795,                0.93822,                0.94444,                0.94662,                0.74421,                0.50164,                 1.5097,                 0.1327,                0.31251,                 1.1343,              0.0009572,              0.0009572,              0.0009572
                    239,                0.51322,                 1.5493,                0.38792,                0.40422,                 1.0124,                0.99684,                      1,                  0.995,                0.93191,                0.94079,                0.91667,                0.91481,                 0.7084,                0.47228,                 1.5334,                0.14511,                0.31131,                 1.1105,              0.0009528,              0.0009528,              0.0009528
                    240,                0.55364,                 1.7662,                0.38178,                 0.4184,                 1.0406,                0.99878,                      1,                  0.995,                 0.9275,                0.93653,                0.91667,                0.91342,                 0.6724,                0.46029,                 1.8408,                0.17447,                0.31993,                  1.048,              0.0009484,              0.0009484,              0.0009484
                    241,                0.58241,                 1.9142,                0.43184,                0.44676,                 1.0476,                      1,                0.99823,                  0.995,                0.92176,                0.88168,                0.86111,                0.84904,                0.66413,                0.47739,                 3.4033,                0.19103,                0.34181,                 1.0354,               0.000944,               0.000944,               0.000944
                    242,                0.53203,                 1.5819,                0.37316,                0.40644,                 1.0201,                0.97134,                      1,                0.99446,                0.92905,                 0.9087,                0.88889,                0.87567,                0.68475,                0.49624,                 3.7738,                0.19079,                 0.3604,                 1.0296,              0.0009396,              0.0009396,              0.0009396
                    243,                0.54487,                 1.9197,                0.40091,                0.42589,                 1.0272,                0.97088,                      1,                0.99446,                0.92075,                 0.9379,                0.91667,                0.91291,                 0.6814,                 0.5076,                 2.4524,                0.17326,                0.34405,                 1.0394,              0.0009352,              0.0009352,              0.0009352
                    244,                 0.5208,                 1.8466,                0.40819,                0.39962,                 1.0274,                0.96748,                      1,                0.99365,                0.91328,                0.91292,                0.91667,                0.91338,                0.66903,                0.50245,                 1.7837,                0.14945,                 0.3768,                 1.0464,              0.0009308,              0.0009308,              0.0009308
                    245,                0.49004,                 1.6303,                0.41172,                0.36435,                 1.0475,                0.96531,                      1,                  0.995,                0.90264,                0.88461,                0.91667,                0.90928,                0.67599,                0.51333,                 1.6978,                0.13251,                0.36755,                 1.0538,              0.0009264,              0.0009264,              0.0009264
                    246,                0.53783,                 1.6588,                0.39299,                0.41956,                 1.0293,                0.99423,                      1,                  0.995,                0.91512,                0.88376,                0.88889,                0.86135,                0.62339,                0.48357,                 1.9376,                0.12746,                0.35594,                 1.0054,               0.000922,               0.000922,               0.000922
                    247,                0.50316,                 1.7308,                0.37963,                0.36982,                0.99693,                0.97076,                0.97222,                0.99214,                0.90912,                 0.8721,                0.86111,                0.85752,                0.60934,                0.45021,                 2.0756,                0.12894,                0.35751,                0.97141,              0.0009176,              0.0009176,              0.0009176
                    248,                0.54462,                 1.9622,                0.40404,                0.43968,                  1.044,                0.97584,                0.97222,                0.99395,                0.92489,                0.93199,                0.91667,                0.93373,                0.66951,                0.40993,                 1.9559,                0.13224,                0.34369,                0.92947,              0.0009132,              0.0009132,              0.0009132
                    249,                0.46872,                 1.6518,                0.36225,                0.36384,                 0.9906,                0.96764,                      1,                0.99446,                0.92855,                0.91375,                0.94444,                0.93287,                0.72087,                0.39828,                 1.7041,                 0.1408,                0.31763,                0.92329,              0.0009088,              0.0009088,              0.0009088
                    250,                0.51191,                 1.7381,                 0.3729,                0.40447,                 1.0244,                0.97476,                      1,                  0.995,                0.93582,                 0.9194,                0.94444,                0.93419,                0.72597,                0.38534,                 1.5629,                0.12606,                0.29749,                0.91603,              0.0009044,              0.0009044,              0.0009044
                    251,                0.48453,                 1.5503,                0.36458,                0.37375,                 1.0091,                0.99689,                      1,                  0.995,                0.94895,                0.94075,                0.94444,                0.93819,                0.73285,                0.34337,                 1.3911,                0.12079,                0.28575,                0.90006,                 0.0009,                 0.0009,                 0.0009
                    252,                 0.5145,                 1.6899,                0.40098,                0.41352,                 1.0314,                0.99457,                      1,                  0.995,                0.96095,                0.93889,                0.94444,                0.94144,                0.73381,                0.33804,                 1.3407,                0.11908,                0.27559,                0.89744,              0.0008956,              0.0008956,              0.0008956
                    253,                0.54039,                 1.6494,                0.37385,                0.41965,                 1.0581,                0.99401,                      1,                  0.995,                0.95413,                0.94364,                0.94444,                 0.9467,                0.76782,                 0.3829,                 1.3244,                  0.127,                0.28391,                0.92307,              0.0008912,              0.0008912,              0.0008912
                    254,                0.53834,                 1.6713,                  0.407,                0.41599,                  1.031,                0.99481,                      1,                  0.995,                0.94323,                0.95126,                0.94444,                0.94765,                0.76979,                0.43291,                 1.3585,                0.12747,                0.31186,                0.95371,              0.0008868,              0.0008868,              0.0008868
                    255,                0.55887,                 1.6168,                 0.3931,                0.44978,                 1.0535,                0.99171,                      1,                  0.995,                0.94283,                0.94035,                0.94444,                0.94705,                0.78043,                0.42087,                 1.3161,                0.11754,                0.32595,                0.95163,              0.0008824,              0.0008824,              0.0008824
                    256,                0.57442,                 1.4457,                0.43122,                0.43778,                 1.0755,                0.98513,                      1,                  0.995,                0.95519,                0.91532,                0.91667,                0.91751,                0.77037,                0.39582,                 1.2673,                0.11183,                0.31614,                0.94562,               0.000878,               0.000878,               0.000878
                    257,                0.56279,                 1.8829,                0.40472,                 0.4358,                 1.0687,                0.97295,                      1,                  0.995,                0.95553,                0.91879,                0.94444,                0.94877,                0.75901,                0.37439,                 1.1904,                0.11112,                0.31553,                0.92782,              0.0008736,              0.0008736,              0.0008736
                    258,                 0.4794,                 1.5546,                0.38203,                0.36405,                0.99333,                0.99327,                      1,                  0.995,                0.93231,                0.93699,                0.94444,                0.94403,                0.75077,                0.37319,                 1.3208,                0.11508,                0.30417,                0.92347,              0.0008692,              0.0008692,              0.0008692
                    259,                0.51273,                 1.5934,                0.41253,                0.40122,                 1.0184,                0.99078,                      1,                  0.995,                0.94635,                0.93933,                0.94444,                0.94308,                 0.7368,                0.38025,                 1.5863,                0.13242,                0.29788,                0.92666,              0.0008648,              0.0008648,              0.0008648
                    260,                0.50084,                 1.6902,                0.39484,                 0.3868,                 1.0043,                0.99364,                      1,                  0.995,                0.94917,                0.94582,                0.94444,                0.94542,                0.71592,                0.38843,                 1.8731,                0.15456,                0.29777,                 0.9383,              0.0008604,              0.0008604,              0.0008604
                    261,                0.50405,                 1.5632,                0.39384,                0.40114,                 1.0329,                0.99573,                      1,                  0.995,                0.95793,                0.90261,                0.88889,                 0.8881,                0.70099,                 0.3891,                 2.4955,                0.16957,                0.30537,                0.93756,               0.000856,               0.000856,               0.000856
                    262,                0.47782,                 1.4698,                 0.3702,                0.37644,                0.98549,                0.99614,                      1,                  0.995,                0.95451,                0.92291,                0.91667,                 0.9251,                0.74004,                0.39968,                 2.6488,                0.15816,                0.30288,                0.92846,              0.0008516,              0.0008516,              0.0008516
                    263,                0.52519,                 1.7214,                0.37015,                  0.407,                 1.0013,                0.99516,                      1,                  0.995,                0.95963,                0.91964,                0.91667,                0.92372,                0.73923,                0.36725,                  2.602,                0.13822,                0.29867,                0.91079,              0.0008472,              0.0008472,              0.0008472
                    264,                0.52183,                 1.7253,                0.35969,                0.38554,                 1.0143,                0.99767,                      1,                  0.995,                0.96172,                0.93306,                0.91667,                  0.921,                0.73103,                0.35362,                 2.5225,                0.11251,                0.28505,                0.89404,              0.0008428,              0.0008428,              0.0008428
                    265,                0.48145,                 1.6603,                0.37093,                0.37064,                 1.0139,                0.99846,                      1,                  0.995,                0.95781,                 0.9068,                0.88889,                0.88601,                0.69531,                0.34061,                  2.553,                0.09739,                0.27525,                0.88952,              0.0008384,              0.0008384,              0.0008384
                    266,                0.49991,                  1.628,                0.38759,                0.38838,                 1.0355,                0.99826,                      1,                  0.995,                0.95323,                0.90554,                0.88889,                0.88407,                0.70554,                0.32618,                 2.4448,                 0.0929,                0.27527,                0.89035,               0.000834,               0.000834,               0.000834
                    267,                0.49555,                 1.5825,                0.36463,                0.38319,                 1.0068,                0.99844,                      1,                  0.995,                0.94259,                0.98826,                0.97222,                0.97627,                 0.7416,                0.33923,                  1.323,                0.10088,                0.30024,                0.89784,              0.0008296,              0.0008296,              0.0008296
                    268,                0.47487,                 1.7067,                0.41159,                0.40212,                 1.0045,                0.99836,                      1,                  0.995,                0.95453,                0.95377,                0.94444,                0.94177,                0.73907,                0.32311,                 1.3493,                0.10456,                 0.2783,                0.89401,              0.0008252,              0.0008252,              0.0008252
                    269,                0.49784,                 1.6937,                0.40442,                0.37821,                 1.0142,                0.99817,                      1,                  0.995,                0.96809,                0.94387,                0.94444,                0.94216,                0.74255,                 0.3427,                 1.4252,                 0.1072,                0.26274,                0.89925,              0.0008208,              0.0008208,              0.0008208
                    270,                0.50223,                 1.6035,                0.39885,                0.38475,                 1.0376,                0.99787,                      1,                  0.995,                0.96914,                0.94255,                0.94444,                0.94014,                0.73762,                 0.3625,                 1.4873,                0.11759,                0.26563,                0.90731,              0.0008164,              0.0008164,              0.0008164
                    271,                0.48857,                 1.4354,                0.39796,                0.36787,                 1.0045,                 0.9982,                      1,                  0.995,                0.96852,                0.94274,                0.94444,                0.93473,                0.73853,                0.36927,                 1.5706,                0.12629,                0.28324,                0.90113,               0.000812,               0.000812,               0.000812
                    272,                0.47186,                 1.6337,                0.38523,                0.36429,                 1.0037,                0.99822,                      1,                  0.995,                0.94836,                0.94277,                0.94444,                0.93147,                0.74052,                0.32922,                 1.5815,                0.14014,                0.28377,                0.88201,              0.0008076,              0.0008076,              0.0008076
                    273,                0.52245,                 1.6036,                0.37586,                  0.381,                 1.0163,                0.99829,                      1,                  0.995,                0.94555,                0.94279,                0.94444,                0.93252,                0.73242,                0.33731,                 1.5859,                0.15124,                0.26439,                0.87544,              0.0008032,              0.0008032,              0.0008032
                    274,                0.46288,                  1.462,                0.38089,                0.37201,                0.98959,                0.99799,                      1,                  0.995,                0.94976,                0.91482,                0.91667,                0.90322,                0.71649,                0.35773,                 1.5939,                0.15439,                0.26884,                0.88117,              0.0007988,              0.0007988,              0.0007988
                    275,                 0.4957,                 1.6017,                0.39104,                 0.3847,                 1.0127,                0.99817,                      1,                  0.995,                0.94824,                0.94368,                0.94444,                  0.938,                0.71904,                0.39859,                 1.6144,                0.15677,                0.30169,                0.92276,              0.0007944,              0.0007944,              0.0007944
                    276,                0.49068,                 1.6479,                0.38065,                0.37235,                 1.0113,                0.99814,                      1,                  0.995,                0.94496,                0.94318,                0.94444,                0.93624,                0.70502,                0.41602,                  1.558,                0.14989,                 0.3144,                0.95445,                0.00079,                0.00079,                0.00079
                    277,                0.48453,                  1.803,                0.36356,                0.38504,                0.99532,                0.99777,                      1,                  0.995,                0.93395,                0.94229,                0.94444,                0.93296,                0.70198,                0.43039,                 1.4376,                0.14358,                0.32358,                0.95869,              0.0007856,              0.0007856,              0.0007856
                    278,                 0.4978,                 1.4928,                0.38303,                0.36898,                 1.0203,                0.99733,                      1,                  0.995,                 0.9461,                0.96963,                0.97222,                0.97575,                0.74528,                0.39833,                 1.3395,                 0.1405,                0.29643,                0.91387,              0.0007812,              0.0007812,              0.0007812
                    279,                0.50738,                  1.516,                0.37732,                0.41234,                 1.0287,                0.99694,                      1,                  0.995,                0.94458,                0.94155,                0.94444,                0.94577,                0.73874,                0.35746,                 1.9643,                0.16041,                0.29215,                 0.9079,              0.0007768,              0.0007768,              0.0007768
                    280,                0.48655,                 1.5842,                0.38801,                0.38843,                 1.0183,                0.99628,                      1,                  0.995,                0.95108,                0.94331,                0.94444,                0.94805,                0.76609,                0.37534,                 2.0118,                0.17238,                0.30208,                0.92191,              0.0007724,              0.0007724,              0.0007724
                    281,                0.49178,                 1.3813,                0.36507,                0.36803,                 1.0259,                0.99646,                      1,                  0.995,                0.94803,                0.94396,                0.94444,                0.94833,                0.75896,                0.41094,                 1.7974,                0.19042,                0.30032,                0.94908,               0.000768,               0.000768,               0.000768
                    282,                0.53085,                  1.613,                0.37421,                0.41284,                  1.061,                0.99634,                      1,                  0.995,                0.94189,                0.97035,                0.97222,                0.97622,                0.76066,                  0.402,                 1.4251,                0.15944,                0.29715,                0.95158,              0.0007636,              0.0007636,              0.0007636
                    283,                0.48552,                  1.462,                0.38377,                0.38876,                0.99884,                0.99749,                      1,                  0.995,                0.94884,                0.96978,                0.97222,                0.97532,                0.73536,                0.37994,                 1.4796,                0.14796,                0.29655,                0.94932,              0.0007592,              0.0007592,              0.0007592
                    284,                0.48099,                 1.6693,                0.40625,                0.38748,                 1.0171,                0.99788,                      1,                  0.995,                0.93235,                0.97358,                0.94444,                 0.9477,                0.72221,                0.40295,                 1.5014,                0.13556,                0.30226,                0.95574,              0.0007548,              0.0007548,              0.0007548
                    285,                0.49895,                 1.5699,                0.37969,                0.39008,                  1.023,                0.99777,                      1,                  0.995,                0.92897,                0.98457,                0.94444,                 0.9726,                0.73449,                0.41832,                 1.3717,                0.13052,                0.30685,                0.95801,              0.0007504,              0.0007504,              0.0007504
                    286,                0.46405,                  1.585,                0.37906,                  0.391,                 0.9967,                0.99775,                      1,                  0.995,                 0.9439,                0.97662,                0.94444,                0.94946,                0.73925,                0.39016,                 1.2607,                0.11948,                 0.3017,                 0.9394,               0.000746,               0.000746,               0.000746
                    287,                0.51544,                 1.4564,                0.36327,                0.39331,                 1.0126,                0.99772,                      1,                  0.995,                0.94662,                0.97788,                0.97222,                0.97712,                0.75602,                0.37611,                 1.2071,                0.10842,                 0.3108,                0.91258,              0.0007416,              0.0007416,              0.0007416
                    288,                0.46415,                 1.3892,                0.37995,                0.37225,                 1.0045,                0.99777,                      1,                  0.995,                0.95365,                0.98376,                0.97222,                0.97736,                0.78124,                0.38298,                 1.2055,                0.11265,                0.28668,                0.90831,              0.0007372,              0.0007372,              0.0007372
                    289,                0.48475,                  1.488,                0.35429,                0.40424,                 0.9977,                0.99786,                      1,                  0.995,                0.95818,                0.95951,                0.94444,                0.95026,                0.79631,                0.33809,                 1.7561,                0.12816,                0.28049,                0.89388,              0.0007328,              0.0007328,              0.0007328
                    290,                0.45254,                 1.4458,                0.37764,                0.36982,                0.99657,                0.99817,                      1,                  0.995,                0.96146,                 0.9624,                0.94444,                0.95165,                0.79382,                0.31782,                 2.2828,                0.14487,                 0.2854,                0.88616,              0.0007284,              0.0007284,              0.0007284
                    291,                0.44296,                 1.3441,                0.36375,                0.36818,                0.98899,                0.99802,                      1,                  0.995,                0.96203,                0.96631,                0.94444,                0.95212,                0.75877,                0.33589,                 2.3908,                0.16103,                0.28796,                0.89119,               0.000724,               0.000724,               0.000724
                    292,                0.48744,                 1.6483,                 0.3683,                 0.3788,                 1.0026,                  0.998,                      1,                  0.995,                0.96899,                0.96587,                0.94444,                0.95223,                 0.7673,                0.30958,                 2.3325,                0.16472,                0.27906,                0.87954,              0.0007196,              0.0007196,              0.0007196
                    293,                0.46651,                 1.6827,                0.37706,                0.38727,                0.97347,                0.99825,                      1,                  0.995,                0.97039,                0.96587,                0.94444,                0.95391,                0.77638,                0.33495,                 2.0818,                0.16827,                0.28059,                0.88079,              0.0007152,              0.0007152,              0.0007152
                    294,                0.48973,                  1.684,                0.39714,                0.38273,                 1.0209,                0.99842,                      1,                  0.995,                0.97182,                0.93863,                0.91667,                 0.9292,                0.75507,                0.36519,                 1.9531,                0.16521,                0.28327,                0.89306,              0.0007108,              0.0007108,              0.0007108
                    295,                 0.4943,                 1.4792,                0.41022,                0.38762,                 1.0223,                0.99837,                      1,                  0.995,                0.96378,                0.90191,                0.88889,                0.88473,                0.73855,                0.37128,                 1.7531,                0.15638,                0.28286,                0.89959,              0.0007064,              0.0007064,              0.0007064
                    296,                0.46631,                  1.311,                0.37614,                0.36103,                 1.0079,                0.99828,                      1,                  0.995,                 0.9657,                0.92714,                0.91667,                0.90661,                0.74184,                0.33378,                 1.6042,                0.14315,                0.27278,                0.89004,               0.000702,               0.000702,               0.000702
